Inventory: Name,Floor,Status,No of Units,Exterior,Exterior Patio,Interior,Centre: Name,Unit Type
BLR/YE/CL/02/001,02,,1,,,,CoWrks Yelahanka,Lounge
BLR/YE/CL/02/002,02,,1,,,,CoWrks Yelahanka,Lounge
BLR/YE/CL/02/003,02,,1,,,,CoWrks Yelahanka,Lounge
BLR/YE/CL/02/004,02,,1,,,,CoWrks Yelahanka,Lounge
BLR/YE/CL/02/005,02,,1,,,,CoWrks Yelahanka,Lounge
BLR/YE/CL/02/006,02,,1,,,,CoWrks Yelahanka,Lounge
BLR/YE/CL/02/007,02,,1,,,,CoWrks Yelahanka,Lounge
NCR/GC/PS/00/001,00,,12,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/00/002,00,,10,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/00/003,00,,12,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/00/004,00,,12,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/00/005,00,,13,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/00/006,00,,7,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/00/007,00,,8,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/00/008,00,,4,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/00/009,00,,7,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/00/010,00,,8,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/00/011,00,,4,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/00/012,00,,9,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/00/013,00,,10,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/00/014,00,,10,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/00/015,00,,10,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/00/016,00,,4,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/01/017,01,,16,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/01/018,01,,8,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/01/019,01,,8,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/01/020,01,,18,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/01/021,01,,12,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/01/022,01,,12,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/01/023,01,,10,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/01/024,01,,12,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/01/025,01,,12,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/01/026,01,,12,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/06/027,06,,12,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/06/028,06,,29,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/06/029,06,,1,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/06/030,06,,4,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/06/031,06,,2,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/06/032,06,,1,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/06/033,06,,2,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/06/034,06,,1,Yes,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/06/035,06,,1,Yes,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/06/036,06,,1,Yes,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/06/037,06,,1,Yes,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/06/038,06,,1,Yes,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/06/039,06,,1,Yes,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/06/040,06,,10,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/06/041,06,,8,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/06/042,06,,7,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/06/043,06,,9,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/06/044,06,,7,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/06/045,06,,9,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/06/046,06,,4,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/06/047,06,,2,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/06/048,06,,2,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/PS/06/049,06,,10,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/06/050,06,,10,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/06/051,06,,9,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/06/052,06,,9,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/06/053,06,,38,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/06/054,06,,25,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/06/055,06,,6,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/06/056,06,,8,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/06/057,06,,3,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/06/058,06,,16,Yes,,No,Gurgaon Central,Private Studio
NCR/GC/PS/06/059,06,,6,1,,0,Gurgaon Central,Private Studio
NCR/GC/PS/06/060,06,,12,1,,0,Gurgaon Central,Private Studio
NCR/GC/PS/06/061,06,,15,1,,0,Gurgaon Central,Private Studio
NCR/GC/TR/06/001,06,,1,No,,Yes,Gurgaon Central,Private Studio
NCR/GC/DD/00/001,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/002,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/003,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/004,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/014,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/015,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/007,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/008,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/009,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/010,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/011,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/012,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/013,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/005,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/006,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/016,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/017,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/018,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/019,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/020,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/021,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/00/022,00,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/023,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/024,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/025,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/026,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/027,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/028,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/029,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/030,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/031,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/032,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/033,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/034,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/035,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/036,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/037,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/038,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/039,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/040,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/041,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/042,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/043,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/044,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/045,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/046,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/047,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/048,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/049,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/050,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/051,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/052,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/053,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/01/054,01,,1,No,,Yes,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/001,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/002,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/003,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/004,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/005,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/006,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/007,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/008,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/009,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/010,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/011,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/012,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/013,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/014,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/015,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/016,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/017,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/018,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/019,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/020,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/021,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/022,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/023,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/024,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/DD/06/025,06,,1,0,,1,Gurgaon Central,Dedicated Desk
NCR/GC/FD/00/001,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/002,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/003,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/004,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/005,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/006,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/007,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/008,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/009,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/010,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/011,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/012,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/013,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/014,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/015,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/016,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/017,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/018,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/019,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/020,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/021,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/022,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/023,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/024,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/025,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/026,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/027,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/028,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/FD/00/029,00,,1,No,,Yes,Gurgaon Central,Flexible Desk
NCR/GC/CP/B1/001,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/002,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/003,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/004,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/005,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/006,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/007,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/008,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/009,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/010,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/011,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/012,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/013,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/014,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/015,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/016,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/017,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/018,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/019,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/020,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/021,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/022,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/023,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/024,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/025,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/026,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/027,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/028,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/029,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/030,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/031,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/032,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/033,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/034,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/035,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/036,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/037,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/038,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/039,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/040,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/041,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/042,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/043,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/044,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/045,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/046,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/047,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/048,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/049,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/050,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/051,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/052,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/053,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/064,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/065,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/066,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/067,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/068,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/069,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/070,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/071,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/072,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/073,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/074,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/CP/B1/075,N/A,,1,,,,Gurgaon Central,Car Parking
NCR/GC/BP/B1/054.1,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/054.2,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/054.3,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/054.4,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/055.1,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/055.2,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/055.3,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/055.4,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/056.1,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/057.1,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/058.1,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/059.1,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/060.1,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/061.1,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/062.1,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/063.1,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/056.2,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/057.2,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/058.2,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/059.2,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/060.2,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/061.2,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/062.2,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/063.2,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/056.3,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/057.3,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/058.3,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/059.3,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/060.3,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/061.3,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/062.3,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/063.3,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/056.4,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/057.4,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/058.4,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/059.4,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/060.4,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/061.4,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/062.4,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
NCR/GC/BP/B1/063.4,N/A,N/A,1,,,,Gurgaon Central,Bike Parking
Telephony,N/A,N/A,1,,,,Gurgaon Central,Telephony
Telephony,N/A,N/A,1,,,,Gurgaon Central,Telephony
NCR/GC/VO/00/007,N/A,,1,,,,Gurgaon Central,Virtual Office
NCR/GC/VO/00/010,N/A,,1,,,,Gurgaon Central,Virtual Office
NCR/GC/VO/00/009,N/A,,1,,,,Gurgaon Central,Virtual Office
NCR/GC/VO/00/008,N/A,,1,,,,Gurgaon Central,Virtual Office
NCR/GC/VO/00/004,N/A,,1,,,,Gurgaon Central,Virtual Office
NCR/GC/VO/00/001,N/A,,1,,,,Gurgaon Central,Virtual Office
NCR/GC/VO/00/002,N/A,,1,,,,Gurgaon Central,Virtual Office
NCR/GC/VO/00/003,N/A,,1,,,,Gurgaon Central,Virtual Office
NCR/GC/VO/00/006,N/A,,1,,,,Gurgaon Central,Virtual Office
NCR/GC/VO/00/005,N/A,,1,,,,Gurgaon Central,Virtual Office
NCR/GC/RU/00/001,N/A,,1,No,,,Gurgaon Central,IT Rack Unit
NCR/GC/RU/00/004,N/A,,1,No,,,Gurgaon Central,IT Rack Unit
NCR/GC/RU/00/003,N/A,,1,No,,,Gurgaon Central,IT Rack Unit
NCR/GC/RU/00/002,N/A,,1,No,,,Gurgaon Central,IT Rack Unit
BLR/RR/PS/01/001,01,,1,1,,0,Residency Road,Private Studio
BLR/RR/PS/01/002,01,,6,1,,0,Residency Road,Private Studio
BLR/RR/PS/01/003,01,,8,1,,0,Residency Road,Private Studio
BLR/RR/PS/01/004,01,,7,1,,0,Residency Road,Private Studio
BLR/RR/PS/01/005,01,,8,1,,0,Residency Road,Private Studio
BLR/RR/PS/01/006,01,,7,1,,0,Residency Road,Private Studio
BLR/RR/PS/01/007,01,,8,1,,0,Residency Road,Private Studio
BLR/RR/PS/01/008,01,,8,0,,1,Residency Road,Private Studio
BLR/RR/PS/01/009,01,,8,0,,1,Residency Road,Private Studio
BLR/RR/PS/01/010,01,,7,0,,1,Residency Road,Private Studio
BLR/RR/PS/01/011,01,,7,0,,1,Residency Road,Private Studio
BLR/RR/PS/01/012,01,,17,0,,1,Residency Road,Private Studio
BLR/RR/PS/01/013,01,,13,0,,1,Residency Road,Private Studio
BLR/RR/PS/01/014,01,,21,1,,0,Residency Road,Private Studio
BLR/RR/PS/01/015,01,,4,0,,1,Residency Road,Private Studio
BLR/RR/PS/01/016,01,,1,0,,1,Residency Road,Private Studio
BLR/RR/PS/01/017,01,,25,1,,0,Residency Road,Private Studio
BLR/RR/PS/01/018,01,,4,0,,1,Residency Road,Private Studio
BLR/RR/PS/01/019,01,,10,0,,1,Residency Road,Private Studio
BLR/RR/PS/01/020,01,,19,1,,0,Residency Road,Private Studio
BLR/RR/PS/01/021,01,,2,0,,1,Residency Road,Private Studio
BLR/RR/PS/01/022,01,,2,0,,1,Residency Road,Private Studio
BLR/RR/PS/01/023,01,,1,0,,1,Residency Road,Private Studio
BLR/RR/PS/02/024,02,,2,1,,0,Residency Road,Private Studio
BLR/RR/PS/02/025,02,,6,1,,0,Residency Road,Private Studio
BLR/RR/PS/02/026,02,,8,1,,0,Residency Road,Private Studio
BLR/RR/PS/02/027,02,,7,1,,0,Residency Road,Private Studio
BLR/RR/PS/02/028,02,,8,1,,0,Residency Road,Private Studio
BLR/RR/PS/02/029,02,,7,1,,0,Residency Road,Private Studio
BLR/RR/PS/02/030,02,,8,1,,0,Residency Road,Private Studio
BLR/RR/PS/02/031,02,,8,0,,1,Residency Road,Private Studio
BLR/RR/PS/02/032,02,,8,0,,1,Residency Road,Private Studio
BLR/RR/PS/02/033,02,,7,0,,1,Residency Road,Private Studio
BLR/RR/PS/02/034,02,,7,0,,1,Residency Road,Private Studio
BLR/RR/PS/02/035,02,,17,0,,1,Residency Road,Private Studio
BLR/RR/PS/02/036,02,,1,0,,1,Residency Road,Private Studio
BLR/RR/PS/02/037,02,,1,0,,1,Residency Road,Private Studio
BLR/RR/PS/02/038,02,,4,0,,1,Residency Road,Private Studio
