Proposal Name,Name,Unit Type,No of Desks,Centre: Name
BLR/EW/01161/1,Mail and Package Handling,Mail and Package Handling,0,RMZ EcoWorld
BLR/EW/00969/1,BLR/EW/CPB1/251.3,Bike Parking,1,RMZ EcoWorld
BLR/EW/00969/1,BLR/EW/DD/00/016,Dedicated Desk,1,RMZ EcoWorld
BLR/EW/01176/1,BLR/EW/CPB1/252,Car Parking,0,RMZ EcoWorld
BLR/EW/01329/1,BLR/EW/PS/01/018,Private Studio,15,RMZ EcoWorld
BLR/EW/00314/1,Day Pass,Day Pass,0,RMZ EcoWorld
BLR/EW/00572/1,BLR/EW/FD/00/011,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00572/1,BLR/EW/FD/00/012,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00572/1,BLR/EW/FD/00/015,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00572/1,BLR/EW/FD/00/016,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00572/1,BLR/EW/FD/00/017,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00572/1,BLR/EW/FD/00/018,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00572/1,BLR/EW/FD/00/019,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00572/1,BLR/EW/FD/00/020,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00572/1,BLR/EW/FD/00/021,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00572/1,BLR/EW/FD/00/022,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00572/1,BLR/EW/FD/00/023,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00572/1,BLR/EW/FD/00/024,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00572/1,BLR/EW/FD/00/030,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00572/1,BLR/EW/FD/00/025,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00572/1,BLR/EW/FD/00/026,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00572/1,BLR/EW/FD/00/027,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00572/1,BLR/EW/FD/00/028,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00572/1,BLR/EW/FD/00/029,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00572/1,BLR/EW/FD/00/031,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00572/1,BLR/EW/FD/00/032,Flexible Desk,20,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/001,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/002,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/003,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/004,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/005,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/006,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/007,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/008,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/009,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/010,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/011,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/012,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/013,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/014,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/015,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/016,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/017,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/018,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/020,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/021,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/022,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/023,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/024,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/025,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/026,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/027,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/028,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/029,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/030,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/031,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/032,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/019,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/033,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/034,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/035,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/036,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/037,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/038,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/039,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/040,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/043,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/044,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/045,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/046,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/047,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/048,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/049,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/050,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/041,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/01204/1,BLR/EW/DD/02/042,Dedicated Desk,52,RMZ EcoWorld
BLR/EW/00574/1,BLR/EW/PS/00/016,Private Studio,51,RMZ EcoWorld
BLR/EW/00574/1,BLR/EW/PS/01/002,Private Studio,51,RMZ EcoWorld
BLR/EW/00574/1,BLR/EW/PS/01/003,Private Studio,51,RMZ EcoWorld
BLR/EW/00574/1,BLR/EW/PS/01/004,Private Studio,51,RMZ EcoWorld
BLR/EW/00574/1,BLR/EW/PS/01/005,Private Studio,51,RMZ EcoWorld
BLR/EW/00574/1,BLR/EW/PS/01/008,Private Studio,51,RMZ EcoWorld
BLR/EW/00574/1,BLR/EW/PS/01/016,Private Studio,51,RMZ EcoWorld
BLR/EW/00246/3,Telephony 1st Floor,Telephony,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/BP3/001.3,Bike Parking,324,RMZ EcoWorld
BLR/EW/00246/3,External Signage 1st Floor,External Signage,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/CP3/235,Car Parking,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/015,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/016,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/017,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/018,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/019,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/020,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/021,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/022,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/023,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/024,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/025,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/029,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/030,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/031,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/032,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/033,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/034,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/035,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/036,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/037,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/038,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/039,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/040,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/041,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/042,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/043,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/044,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/045,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/046,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/047,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/048,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/049,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/050,Private Studio,324,RMZ EcoWorld
BLR/EW/00246/3,BLR/EW/PS/01/051,Private Studio,324,RMZ EcoWorld
BLR/EW/00580/1,Community Lounge,Lounge,1,RMZ EcoWorld
BLR/EW/00577/1,BLR/EW/DD/01/014,Dedicated Desk,1,RMZ EcoWorld
BLR/EW/00578/1,BLR/EW/FD/00/011,Flexible Desk,1,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/CP3/005,Car Parking,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/BP3/001.1,Bike Parking,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/001,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/002,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/003,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/004,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/005,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/006,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/007,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/008,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/009,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/010,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/011,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/012,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/013,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/014,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/015,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/016,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/017,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/018,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/019,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/020,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,BLR/EW/PS/01/021,Private Studio,152,RMZ EcoWorld
BLR/EW/00309/1,Telephony 1st Floor,Telephony,152,RMZ EcoWorld
BLR/EW/00260/3,BLR/EW/PS/01/004,Private Studio,43,RMZ EcoWorld
BLR/EW/00260/3,BLR/EW/PS/01/005,Private Studio,43,RMZ EcoWorld
BLR/EW/00260/3,BLR/EW/PS/01/006,Private Studio,43,RMZ EcoWorld
BLR/EW/00260/3,BLR/EW/PS/01/026,Private Studio,43,RMZ EcoWorld
BLR/EW/00260/3,BLR/EW/PS/01/049,Private Studio,43,RMZ EcoWorld
BLR/EW/00260/2,BLR/EW/PS/01/027,Private Studio,66,RMZ EcoWorld
BLR/EW/00260/2,BLR/EW/PS/01/028,Private Studio,66,RMZ EcoWorld
BLR/EW/00260/2,BLR/EW/PS/01/050,Private Studio,66,RMZ EcoWorld
BLR/EW/00260/2,BLR/EW/PS/01/051,Private Studio,66,RMZ EcoWorld
BLR/EW/00260/2,BLR/EW/PS/01/052,Private Studio,66,RMZ EcoWorld
BLR/EW/00260/2,BLR/EW/CP3/236,Car Parking,66,RMZ EcoWorld
BLR/EW/00318/2,BLR/EW/BP3/001.4,Bike Parking,14,RMZ EcoWorld
BLR/EW/00318/2,Telephony 1st Floor,Telephony,14,RMZ EcoWorld
BLR/EW/00318/2,BLR/EW/CP3/007,Car Parking,14,RMZ EcoWorld
BLR/EW/00318/1,BLR/EW/FD/00/008,Flexible Desk,4,RMZ EcoWorld
BLR/EW/00318/1,BLR/EW/FD/00/009,Flexible Desk,4,RMZ EcoWorld
BLR/EW/00318/1,BLR/EW/FD/00/010,Flexible Desk,4,RMZ EcoWorld
BLR/EW/00318/1,BLR/EW/FD/00/011,Flexible Desk,4,RMZ EcoWorld
BLR/EW/00260/2,BLR/EW/BP3/001.4,Bike Parking,66,RMZ EcoWorld
BLR/EW/00318/2,BLR/EW/PS/01/018,Private Studio,14,RMZ EcoWorld
BLR/EW/00260/2,Telephony 1st Floor,Telephony,66,RMZ EcoWorld
BLR/EW/01208/1,BLR/EW/DD/01/049,Dedicated Desk,1,RMZ EcoWorld
BLR/EW/01132/2,BLR/EW/DD/01/003,Dedicated Desk,1,RMZ EcoWorld
BLR/EW/01222/1,BLR/EW/BP3/001.3,Bike Parking,0,RMZ EcoWorld
BLR/EW/00318/3,BLR/EW/PS/01/019,Private Studio,12,RMZ EcoWorld
BLR/EW/01075/2,BLR/EW/DD/00/015,Dedicated Desk,5,RMZ EcoWorld
BLR/EW/01235/1,BLR/EW/PS/00/014,Private Studio,4,RMZ EcoWorld
BLR/EW/00327/1,BLR/EW/CP3/236,Car Parking,21,RMZ EcoWorld
BLR/EW/00327/1,Telephony 1st Floor,Telephony,21,RMZ EcoWorld
BLR/EW/00327/1,BLR/EW/PS/01/002,Private Studio,21,RMZ EcoWorld
BLR/EW/00327/1,BLR/EW/PS/01/003,Private Studio,21,RMZ EcoWorld
BLR/EW/00260/5,BLR/EW/PS/01/051,Private Studio,40,RMZ EcoWorld
BLR/EW/00260/5,BLR/EW/PS/01/052,Private Studio,40,RMZ EcoWorld
BLR/EW/00327/1,BLR/EW/BP3/001.4,Bike Parking,21,RMZ EcoWorld
BLR/EW/00328/1,BLR/EW/PS/01/027,Private Studio,38,RMZ EcoWorld
BLR/EW/00328/1,BLR/EW/PS/01/028,Private Studio,38,RMZ EcoWorld
BLR/EW/00328/1,BLR/EW/PS/01/049,Private Studio,38,RMZ EcoWorld
BLR/EW/00328/1,BLR/EW/PS/01/050,Private Studio,38,RMZ EcoWorld
BLR/EW/00329/1,BLR/EW/PS/01/025,Private Studio,32,RMZ EcoWorld
BLR/EW/00329/1,BLR/EW/PS/01/026,Private Studio,32,RMZ EcoWorld
BLR/EW/00329/1,BLR/EW/PS/01/029,Private Studio,32,RMZ EcoWorld
BLR/EW/00329/1,BLR/EW/PS/01/030,Private Studio,32,RMZ EcoWorld
BLR/EW/00330/1,BLR/EW/DD/00/006,Dedicated Desk,1,RMZ EcoWorld
BLR/EW/00328/2,BLR/EW/PS/01/027,Private Studio,38,RMZ EcoWorld
BLR/EW/00328/2,BLR/EW/PS/01/028,Private Studio,38,RMZ EcoWorld
BLR/EW/00328/2,BLR/EW/PS/01/049,Private Studio,38,RMZ EcoWorld
BLR/EW/00328/2,BLR/EW/PS/01/050,Private Studio,38,RMZ EcoWorld
BLR/EW/00329/2,BLR/EW/PS/01/025,Private Studio,33,RMZ EcoWorld
BLR/EW/00329/2,BLR/EW/PS/01/026,Private Studio,33,RMZ EcoWorld
BLR/EW/00329/2,BLR/EW/PS/01/029,Private Studio,33,RMZ EcoWorld
BLR/EW/00329/2,BLR/EW/PS/01/030,Private Studio,33,RMZ EcoWorld
BLR/EW/00260/7,BLR/EW/PS/01/051,Private Studio,40,RMZ EcoWorld
BLR/EW/00260/7,BLR/EW/PS/01/052,Private Studio,40,RMZ EcoWorld
BLR/EW/00318/5,BLR/EW/FD/00/038,Flexible Desk,5,RMZ EcoWorld
BLR/EW/00318/5,BLR/EW/FD/00/039,Flexible Desk,5,RMZ EcoWorld
BLR/EW/00318/5,BLR/EW/FD/00/040,Flexible Desk,5,RMZ EcoWorld
BLR/EW/00318/5,BLR/EW/FD/00/041,Flexible Desk,5,RMZ EcoWorld
BLR/EW/00318/5,BLR/EW/FD/00/042,Flexible Desk,5,RMZ EcoWorld
BLR/EW/00970/1,BLR/EW/FD/00/012,Flexible Desk,1,RMZ EcoWorld
BLR/EW/00333/1,BLR/EW/00/ES,Event Space,2,RMZ EcoWorld
BLR/EW/00333/1,BLR/EW/00/ES,Event Space,2,RMZ EcoWorld
BLR/EW/01532/1,BLR/EW/CPB1/MP311,Car Parking,4,RMZ EcoWorld
BLR/EW/00335/1,BLR/EW/PS/01/022,Private Studio,20,RMZ EcoWorld
BLR/EW/00335/1,BLR/EW/PS/01/023,Private Studio,20,RMZ EcoWorld
BLR/EW/00336/1,BLR/EW/BP3/001.3,Bike Parking,20,RMZ EcoWorld
BLR/EW/00336/1,Telephony 1st Floor,Telephony,20,RMZ EcoWorld
BLR/EW/00336/2,BLR/EW/FD/00/007,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00336/2,BLR/EW/FD/00/008,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00336/2,BLR/EW/FD/00/009,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00336/2,BLR/EW/FD/00/010,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00336/2,BLR/EW/FD/00/011,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00336/2,BLR/EW/FD/00/012,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00336/2,BLR/EW/FD/00/013,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00336/2,BLR/EW/FD/00/014,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00336/2,BLR/EW/FD/00/015,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00336/2,BLR/EW/FD/00/016,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00336/2,BLR/EW/FD/00/017,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00336/2,BLR/EW/FD/00/018,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00336/2,BLR/EW/FD/00/019,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00336/2,BLR/EW/FD/00/020,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00336/2,BLR/EW/FD/00/021,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00336/2,BLR/EW/FD/00/022,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00336/2,BLR/EW/FD/00/023,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00336/2,BLR/EW/FD/00/024,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00336/2,BLR/EW/FD/00/025,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00336/2,BLR/EW/FD/00/026,Flexible Desk,20,RMZ EcoWorld
BLR/EW/00328/3,BLR/EW/PS/01/048,Private Studio,30,RMZ EcoWorld
BLR/EW/00328/3,BLR/EW/PS/01/049,Private Studio,30,RMZ EcoWorld
BLR/EW/00328/3,BLR/EW/PS/01/050,Private Studio,30,RMZ EcoWorld
BLR/EW/00335/1,Telephony 1st Floor,Telephony,20,RMZ EcoWorld
BLR/EW/00336/1,BLR/EW/CP3/007,Car Parking,20,RMZ EcoWorld
BLR/EW/00336/1,BLR/EW/PS/01/023,Private Studio,20,RMZ EcoWorld
BLR/EW/00336/1,BLR/EW/PS/01/024,Private Studio,20,RMZ EcoWorld
BLR/EW/00335/2,BLR/EW/FD/00/007,Flexible Desk,5,RMZ EcoWorld
BLR/EW/00335/2,BLR/EW/FD/00/008,Flexible Desk,5,RMZ EcoWorld
BLR/EW/00335/2,BLR/EW/FD/00/009,Flexible Desk,5,RMZ EcoWorld
BLR/EW/00335/2,BLR/EW/FD/00/010,Flexible Desk,5,RMZ EcoWorld
BLR/EW/00335/2,BLR/EW/FD/00/011,Flexible Desk,5,RMZ EcoWorld
BLR/EW/00329/3,BLR/EW/PS/01/026,Private Studio,41,RMZ EcoWorld
BLR/EW/00329/3,BLR/EW/PS/01/027,Private Studio,41,RMZ EcoWorld
BLR/EW/00329/3,BLR/EW/PS/01/028,Private Studio,41,RMZ EcoWorld
BLR/EW/00329/3,BLR/EW/PS/01/029,Private Studio,41,RMZ EcoWorld
BLR/EW/00329/3,BLR/EW/PS/01/030,Private Studio,41,RMZ EcoWorld
BLR/EW/00329/3,BLR/EW/PS/01/047,Private Studio,41,RMZ EcoWorld
BLR/EW/00335/1,BLR/EW/CP3/007,Car Parking,20,RMZ EcoWorld
BLR/EW/00335/1,BLR/EW/BP3/001.3,Bike Parking,20,RMZ EcoWorld
BLR/EW/00579/3,BLR/IN/EW/FD/05/013,Flexible Desk,4,RMZ EcoWorld
BLR/EW/00636/1,BLR/IN/EW/FD/05/011,Flexible Desk,2,RMZ EcoWorld
BLR/EW/00636/1,BLR/IN/EW/FD/05/012,Flexible Desk,2,RMZ EcoWorld
BLR/EW/01532/1,BLR/EW/CPB1/246.4,Bike Parking,4,RMZ EcoWorld
BLR/EW/01532/1,BLR/EW/CPB1/251.4,Bike Parking,4,RMZ EcoWorld
BLR/EW/01532/1,BLR/EW/CPGF/148.1,Bike Parking,4,RMZ EcoWorld
BLR/EW/01532/1,BLR/EW/CPGF/148.2,Bike Parking,4,RMZ EcoWorld
BLR/EW/00640/1,BLR/EW/PS/01/010,Private Studio,8,RMZ EcoWorld
BLR/EW/00340/1,BLR/EW/BP3/001.3,Bike Parking,4,RMZ EcoWorld
BLR/EW/00339/1,BLR/EW/CP3/235,Car Parking,4,RMZ EcoWorld
BLR/EW/00339/1,BLR/EW/PS/01/007,Private Studio,4,RMZ EcoWorld
BLR/EW/00334/1,BLR/EW/FD/00/007,Flexible Desk,1,RMZ EcoWorld
BLR/EW/00340/1,BLR/EW/PS/01/007,Private Studio,4,RMZ EcoWorld
BLR/EW/00339/1,Telephony 1st Floor,Telephony,4,RMZ EcoWorld
BLR/EW/00340/1,Telephony 1st Floor,Telephony,4,RMZ EcoWorld
BLR/EW/00340/1,BLR/EW/CP3/235,Car Parking,4,RMZ EcoWorld
BLR/EW/00517/2,BLR/EW/BP3/001.1,Bike Parking,28,RMZ EcoWorld
BLR/EW/00517/2,BLR/EW/BP3/001.2,Bike Parking,28,RMZ EcoWorld
BLR/EW/00517/2,BLR/EW/BP3/001.3,Bike Parking,28,RMZ EcoWorld
BLR/EW/00517/2,BLR/EW/BP3/001.4,Bike Parking,28,RMZ EcoWorld
BLR/EW/00517/2,BLR/EW/BP3/002.1,Bike Parking,28,RMZ EcoWorld
BLR/EW/00339/1,BLR/EW/BP3/001.3,Bike Parking,4,RMZ EcoWorld
BLR/EW/00572/3,BLR/EW/PS/00/002,Private Studio,45,RMZ EcoWorld
BLR/EW/00572/3,BLR/EW/PS/00/003,Private Studio,45,RMZ EcoWorld
BLR/EW/00572/3,BLR/EW/PS/00/016,Private Studio,45,RMZ EcoWorld
BLR/EW/00572/3,BLR/EW/PS/01/002,Private Studio,45,RMZ EcoWorld
BLR/EW/00517/2,BLR/EW/CP3/241,Car Parking,28,RMZ EcoWorld
BLR/EW/00517/2,BLR/EW/CP3/242,Car Parking,28,RMZ EcoWorld
BLR/EW/00517/2,BLR/EW/CP3/244,Car Parking,28,RMZ EcoWorld
BLR/EW/00517/2,BLR/EW/CP3/245,Car Parking,28,RMZ EcoWorld
BLR/EW/00517/2,BLR/EW/CP3/246,Car Parking,28,RMZ EcoWorld
BLR/EW/00517/2,BLR/EW/CP3/247,Car Parking,28,RMZ EcoWorld
BLR/EW/00517/2,BLR/EW/CP3/248,Car Parking,28,RMZ EcoWorld
BLR/EW/00517/2,BLR/EW/CP3/249,Car Parking,28,RMZ EcoWorld
BLR/EW/00517/2,BLR/EW/CP3/250,Car Parking,28,RMZ EcoWorld
BLR/EW/00517/2,BLR/EW/CP3/251,Car Parking,28,RMZ EcoWorld
BLR/EW/00517/2,BLR/EW/PS/00/001,Private Studio,28,RMZ EcoWorld
BLR/EW/00517/2,BLR/EW/PS/00/002,Private Studio,28,RMZ EcoWorld
BLR/EW/00517/2,BLR/EW/PS/00/016,Private Studio,28,RMZ EcoWorld
BLR/EW/00517/2,BLR/EW/PS/01/008,Private Studio,28,RMZ EcoWorld
BLR/EW/00321/1,Virtual Office - EW,Virtual Office,0,RMZ EcoWorld
BLR/EW/00582/1,Community Lounge,Lounge,1,RMZ EcoWorld
BLR/EW/00595/1,BLR/EW/FD/00/015,Flexible Desk,1,RMZ EcoWorld
BLR/EW/00554/1,BLR/EW/CP3/242,Car Parking,750,RMZ EcoWorld
BLR/EW/00440/2,Community Lounge,Lounge,1,RMZ EcoWorld
BLR/EW/01016/1,BLR/EW/LK/01,Lockers,0,RMZ EcoWorld
BLR/EW/01016/1,BLR/EW/LK/02,Lockers,0,RMZ EcoWorld
BLR/EW/01016/1,BLR/EW/LK/03,Lockers,0,RMZ EcoWorld
BLR/EW/01016/1,BLR/EW/LK/04,Lockers,0,RMZ EcoWorld
BLR/EW/01016/1,BLR/EW/LK/05,Lockers,0,RMZ EcoWorld
BLR/EW/01016/1,BLR/EW/LK/06,Lockers,0,RMZ EcoWorld
